Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00   16652/33088       __gnu_cxx::__normal_iterator<char*, std::string>::operator*() const [5]
-----------------------------------------------
                0.00    0.00    8308/16643       __gnu_cxx::__normal_iterator<char*, std::string> std::__remove_if<__gnu_cxx::__normal_iterator<char*, std::string>, __gnu_cxx::__ops::_Iter_equals_val<char const> >(__gnu_cxx::__normal_iterator<char*, std::string>, __gnu_cxx::__normal_iterator<char*, std::string>, __gnu_cxx::__ops::_Iter_equals_val<char const>) [79]
                0.00    0.00    8335/16643       std::iterator_traits<__gnu_cxx::__normal_iterator<char*, std::string> >::difference_type std::__count_if<__gnu_cxx::__normal_iterator<char*, std::string>, __gnu_cxx::__ops::_Iter_equals_val<char const> >(__gnu_cxx::__normal_iterator<char*, std::string>, __gnu_cxx::__normal_iterator<char*, std::string>, __gnu_cxx::__ops::_Iter_equals_val<char const>) [140]
[10]     0.0    0.00    0.00   16643         bool __gnu_cxx::operator!=<char*, std::string>(__gnu_cxx::__normal_iterator<char*, std::string> const&, __gnu_cxx::__normal_iterator<char*, std::string> const&) [10]
                0.00    0.00   33286/33330       __gnu_cxx::__normal_iterator<char*, std::string>::base() const [4]
-----------------------------------------------
                0.00    0.00       2/12747       CMatrix::copy(std::string) [104]
                0.00    0.00    2048/12747       CMatrix::copy(double) [25]
                0.00    0.00    4289/12747       CMatrix::copy(CMatrix const&) [18]
                0.00    0.00    6408/12747       CMatrix::~CMatrix() [17]
[11]     0.0    0.00    0.00   12747         CMatrix::reset() [11]
-----------------------------------------------
                0.00    0.00       1/8337        bool std::operator==<char, std::char_traits<char> >(std::istreambuf_iterator<char, std::char_traits<char> > const&, std::istreambuf_iterator<char, std::char_traits<char> > const&) [142]
                0.00    0.00    8336/8337        bool std::operator!=<char, std::char_traits<char> >(std::istreambuf_iterator<char, std::char_traits<char> > const&, std::istreambuf_iterator<char, std::char_traits<char> > const&) [13]
[12]     0.0    0.00    0.00    8337         std::istreambuf_iterator<char, std::char_traits<char> >::equal(std::istreambuf_iterator<char, std::char_traits<char> > const&) const [12]
                0.00    0.00   16674/16674       std::istreambuf_iterator<char, std::char_traits<char> >::_M_at_eof() const [8]
-----------------------------------------------
                0.00    0.00    8336/8336        char* std::string::_S_construct<std::istreambuf_iterator<char, std::char_traits<char> > >(std::istreambuf_iterator<char, std::char_traits<char> >, std::istreambuf_iterator<char, std::char_traits<char> >, std::allocator<char> const&, std::input_iterator_tag) [132]
[13]     0.0    0.00    0.00    8336         bool std::operator!=<char, std::char_traits<char> >(std::istreambuf_iterator<char, std::char_traits<char> > const&, std::istreambuf_iterator<char, std::char_traits<char> > const&) [13]
                0.00    0.00    8336/8337        std::istreambuf_iterator<char, std::char_traits<char> >::equal(std::istreambuf_iterator<char, std::char_traits<char> > const&) const [12]
-----------------------------------------------
                0.00    0.00    8334/8334        char* std::string::_S_construct<std::istreambuf_iterator<char, std::char_traits<char> > >(std::istreambuf_iterator<char, std::char_traits<char> >, std::istreambuf_iterator<char, std::char_traits<char> >, std::allocator<char> const&, std::input_iterator_tag) [132]
[14]     0.0    0.00    0.00    8334         std::istreambuf_iterator<char, std::char_traits<char> >::operator*() const [14]
                0.00    0.00    8334/25008       std::istreambuf_iterator<char, std::char_traits<char> >::_M_get() const [6]
                0.00    0.00    8334/8334        std::char_traits<char>::to_char_type(int const&) [15]
-----------------------------------------------
                0.00    0.00    8334/8334        std::istreambuf_iterator<char, std::char_traits<char> >::operator*() const [14]
[15]     0.0    0.00    0.00    8334         std::char_traits<char>::to_char_type(int const&) [15]
-----------------------------------------------
                0.00    0.00    8334/8334        char* std::string::_S_construct<std::istreambuf_iterator<char, std::char_traits<char> > >(std::istreambuf_iterator<char, std::char_traits<char> >, std::istreambuf_iterator<char, std::char_traits<char> >, std::allocator<char> const&, std::input_iterator_tag) [132]
[16]     0.0    0.00    0.00    8334         std::istreambuf_iterator<char, std::char_traits<char> >::operator++() [16]
                0.00    0.00    8334/50018       std::char_traits<char>::eof() [2]
-----------------------------------------------
                0.00    0.00       1/6408        _fu63___ZTIPKc [438]
                0.00    0.00       1/6408        CMatrix::mul(CMatrix const&) [119]
                0.00    0.00       1/6408        CMatrix::getInverse() [114]
                0.00    0.00       1/6408        _fu8___ZSt4cout [447]
                0.00    0.00       1/6408        _fu11___ZSt4cout [381]
                0.00    0.00       1/6408        _fu14___ZSt4cout [384]
                0.00    0.00       1/6408        _fu17___ZSt4cout [387]
                0.00    0.00       1/6408        _fu25___ZSt4cout [396]
                0.00    0.00       1/6408        _fu28___ZSt4cout [399]
                0.00    0.00       2/6408        elmentWiseDivOperationNumber(std::vector<CMatrix, std::allocator<CMatrix> >&, int, std::string, std::string) [113]
                0.00    0.00       2/6408        _fu5___ZSt4cout [434]
                0.00    0.00      57/6408        void std::_Destroy<CMatrix>(CMatrix*) [34]
                0.00    0.00     128/6408        CMatrix::addRow(CMatrix const&) [33]
                0.00    0.00    2114/6408        CMatrix::copy(std::string) [104]
                0.00    0.00    4096/6408        CMatrix::addColumn(CMatrix const&) [26]
[17]     0.0    0.00    0.00    6408         CMatrix::~CMatrix() [17]
                0.00    0.00    6408/12747       CMatrix::reset() [11]
-----------------------------------------------
                0.00    0.00       1/4289        _fu63___ZTIPKc [438]
                0.00    0.00       1/4289        CMatrix::mul(CMatrix const&) [119]
                0.00    0.00    2112/4289        CMatrix::operator=(CMatrix const&) [21]
                0.00    0.00    2175/4289        CMatrix::CMatrix(CMatrix const&) [20]
[18]     0.0    0.00    0.00    4289         CMatrix::copy(CMatrix const&) [18]
                0.00    0.00    4289/12747       CMatrix::reset() [11]
-----------------------------------------------
                0.00    0.00     128/4224        CMatrix::addRow(CMatrix const&) [33]
                0.00    0.00    4096/4224        CMatrix::addColumn(CMatrix const&) [26]
[19]     0.0    0.00    0.00    4224         CMatrix::setSubMatrix(int, int, CMatrix const&) [19]
-----------------------------------------------
                0.00    0.00       1/2175        CMatrix::operator+(CMatrix const&) [128]
                0.00    0.00       1/2175        CMatrix::operator-(CMatrix const&) [125]
                0.00    0.00       1/2175        _fu63___ZTIPKc [438]
                0.00    0.00       1/2175        CMatrix::operator*(CMatrix const&) [126]
                0.00    0.00       1/2175        CMatrix::getInverse() [114]
                0.00    0.00       1/2175        elmentWiseDivOperationNumber(std::vector<CMatrix, std::allocator<CMatrix> >&, int, std::string, std::string) [113]
                0.00    0.00       7/2175        __gnu_cxx::new_allocator<CMatrix>::construct(CMatrix*, CMatrix const&) [92]
                0.00    0.00      50/2175        void std::_Construct<CMatrix, CMatrix>(CMatrix*, CMatrix const&) [37]
                0.00    0.00    2112/2175        CMatrix::operator=(CMatrix const&) [21]
[20]     0.0    0.00    0.00    2175         CMatrix::CMatrix(CMatrix const&) [20]
                0.00    0.00    2175/4289        CMatrix::copy(CMatrix const&) [18]
-----------------------------------------------
                0.00    0.00      64/2112        CMatrix::addRow(CMatrix const&) [33]
                0.00    0.00    2048/2112        CMatrix::addColumn(CMatrix const&) [26]
[21]     0.0    0.00    0.00    2112         CMatrix::operator=(CMatrix const&) [21]
                0.00    0.00    2112/4289        CMatrix::copy(CMatrix const&) [18]
                0.00    0.00    2112/2175        CMatrix::CMatrix(CMatrix const&) [20]
-----------------------------------------------
                0.00    0.00      64/2112        CMatrix::addRow(CMatrix const&) [33]
                0.00    0.00    2048/2112        CMatrix::addColumn(CMatrix const&) [26]
[22]     0.0    0.00    0.00    2112         int const& std::max<int>(int const&, int const&) [22]
-----------------------------------------------
                0.00    0.00       1/2052        _fu63___ZTIPKc [438]
                0.00    0.00       1/2052        CMatrix::mul(CMatrix const&) [119]
                0.00    0.00       1/2052        CMatrix::getTranspose() [115]
                0.00    0.00       1/2052        elmentWiseDivOperationNumber(std::vector<CMatrix, std::allocator<CMatrix> >&, int, std::string, std::string) [113]
                0.00    0.00    2048/2052        CMatrix::addColumn(CMatrix const&) [26]
[23]     0.0    0.00    0.00    2052         CMatrix::CMatrix(int, int, int, double) [23]
-----------------------------------------------
                0.00    0.00       1/2051        _fu20___ZSt4cout [391]
                0.00    0.00    2050/2051        CMatrix::copy(std::string) [104]
[24]     0.0    0.00    0.00    2051         bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [24]
-----------------------------------------------
                0.00    0.00    2048/2048        CMatrix::CMatrix(double) [27]
[25]     0.0    0.00    0.00    2048         CMatrix::copy(double) [25]
                0.00    0.00    2048/12747       CMatrix::reset() [11]
-----------------------------------------------
                0.00    0.00    2048/2048        CMatrix::copy(std::string) [104]
[26]     0.0    0.00    0.00    2048         CMatrix::addColumn(CMatrix const&) [26]
                0.00    0.00    4096/4224        CMatrix::setSubMatrix(int, int, CMatrix const&) [19]
                0.00    0.00    4096/6408        CMatrix::~CMatrix() [17]
                0.00    0.00    2048/2112        int const& std::max<int>(int const&, int const&) [22]
                0.00    0.00    2048/2052        CMatrix::CMatrix(int, int, int, double) [23]
                0.00    0.00    2048/2112        CMatrix::operator=(CMatrix const&) [21]
-----------------------------------------------
                0.00    0.00    2048/2048        CMatrix::copy(std::string) [104]
[27]     0.0    0.00    0.00    2048         CMatrix::CMatrix(double) [27]
                0.00    0.00    2048/2048        CMatrix::copy(double) [25]
-----------------------------------------------
                0.00    0.00     110/110         bool __gnu_cxx::operator!=<CMatrix const*, std::vector<CMatrix, std::allocator<CMatrix> > >(__gnu_cxx::__normal_iterator<CMatrix const*, std::vector<CMatrix, std::allocator<CMatrix> > > const&, __gnu_cxx::__normal_iterator<CMatrix const*, std::vector<CMatrix, std::allocator<CMatrix> > > const&) [36]
[28]     0.0    0.00    0.00     110         __gnu_cxx::__normal_iterator<CMatrix const*, std::vector<CMatrix, std::allocator<CMatrix> > >::base() const [28]
-----------------------------------------------
                0.00    0.00       7/107         CMatrix* std::__uninitialized_copy<false>::__uninit_copy<CMatrix*, CMatrix*>(CMatrix*, CMatrix*, CMatrix*) [88]
                0.00    0.00      43/107         CMatrix* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<CMatrix const*, std::vector<CMatrix, std::allocator<CMatrix> > >, CMatrix*>(__gnu_cxx::__normal_iterator<CMatrix const*, std::vector<CMatrix, std::allocator<CMatrix> > >, __gnu_cxx::__normal_iterator<CMatrix const*, std::vector<CMatrix, std::allocator<CMatrix> > >, CMatrix*) [72]
                0.00    0.00      57/107         void std::_Destroy_aux<false>::__destroy<CMatrix*>(CMatrix*, CMatrix*) [48]
[29]     0.0    0.00    0.00     107         CMatrix* std::__addressof<CMatrix>(CMatrix&) [29]
-----------------------------------------------
                0.00    0.00      12/71          std::vector<CMatrix, std::allocator<CMatrix> >::vector(std::vector<CMatrix, std::allocator<CMatrix> > const&) [73]
                0.00    0.00      16/71          std::vector<CMatrix, std::allocator<CMatrix> >::_M_check_len(unsigned int, char const*) const [99]
                0.00    0.00      43/71          isInsideMatrix(std::vector<CMatrix, std::allocator<CMatrix> >, std::string) [84]
[30]     0.0    0.00    0.00      71         std::vector<CMatrix, std::allocator<CMatrix> >::size() const [30]
-----------------------------------------------
                0.00    0.00      66/66          CMatrix::copy(std::string) [104]
[31]     0.0    0.00    0.00      66         CMatrix::CMatrix() [31]
-----------------------------------------------
                0.00    0.00       1/65          CMatrix::getInverse() [114]
                0.00    0.00      64/65          CMatrix::addRow(CMatrix const&) [33]
[32]     0.0    0.00    0.00      65         CMatrix::CMatrix(std::string, int, int, int, double) [32]
-----------------------------------------------
                0.00    0.00      64/64          CMatrix::copy(std::string) [104]
[33]     0.0    0.00    0.00      64         CMatrix::addRow(CMatrix const&) [33]
                0.00    0.00     128/4224        CMatrix::setSubMatrix(int, int, CMatrix const&) [19]
                0.00    0.00     128/6408        CMatrix::~CMatrix() [17]
                0.00    0.00      64/2112        int const& std::max<int>(int const&, int const&) [22]
                0.00    0.00      64/65          CMatrix::CMatrix(std::string, int, int, int, double) [32]
                0.00    0.00      64/2112        CMatrix::operator=(CMatrix const&) [21]
-----------------------------------------------
                0.00    0.00      57/57          void std::_Destroy_aux<false>::__destroy<CMatrix*>(CMatrix*, CMatrix*) [48]
[34]     0.0    0.00    0.00      57         void std::_Destroy<CMatrix>(CMatrix*) [34]
                0.00    0.00      57/6408        CMatrix::~CMatrix() [17]
-----------------------------------------------
                0.00    0.00       7/57          __gnu_cxx::new_allocator<CMatrix>::construct(CMatrix*, CMatrix const&) [92]
                0.00    0.00      50/57          void std::_Construct<CMatrix, CMatrix>(CMatrix*, CMatrix const&) [37]
[35]     0.0    0.00    0.00      57         operator new(unsigned int, void*) [35]
-----------------------------------------------
                0.00    0.00      55/55          CMatrix* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<CMatrix const*, std::vector<CMatrix, std::allocator<CMatrix> > >, CMatrix*>(__gnu_cxx::__normal_iterator<CMatrix const*, std::vector<CMatrix, std::allocator<CMatrix> > >, __gnu_cxx::__normal_iterator<CMatrix const*, std::vector<CMatrix, std::allocator<CMatrix> > >, CMatrix*) [72]
[36]     0.0    0.00    0.00      55         bool __gnu_cxx::operator!=<CMatrix const*, std::vector<CMatrix, std::allocator<CMatrix> > >(__gnu_cxx::__normal_iterator<CMatrix const*, std::vector<CMatrix, std::allocator<CMatrix> > > const&, __gnu_cxx::__normal_iterator<CMatrix const*, std::vector<CMatrix, std::allocator<CMatrix> > > const&) [36]
                0.00    0.00     110/110         __gnu_cxx::__normal_iterator<CMatrix const*, std::vector<CMatrix, std::allocator<CMatrix> > >::base() const [28]
-----------------------------------------------
                0.00    0.00       7/50          CMatrix* std::__uninitialized_copy<false>::__uninit_copy<CMatrix*, CMatrix*>(CMatrix*, CMatrix*, CMatrix*) [88]
                0.00    0.00      43/50          CMatrix* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<CMatrix const*, std::vector<CMatrix, std::allocator<CMatrix> > >, CMatrix*>(__gnu_cxx::__normal_iterator<CMatrix const*, std::vector<CMatrix, std::allocator<CMatrix> > >, __gnu_cxx::__normal_iterator<CMatrix const*, std::vector<CMatrix, std::allocator<CMatrix> > >, CMatrix*) [72]
[37]     0.0    0.00    0.00      50         void std::_Construct<CMatrix, CMatrix>(CMatrix*, CMatrix const&) [37]
                0.00    0.00      50/57          operator new(unsigned int, void*) [35]
                0.00    0.00      50/2175        CMatrix::CMatrix(CMatrix const&) [20]
-----------------------------------------------
                0.00    0.00      43/43          CMatrix* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<CMatrix const*, std::vector<CMatrix, std::allocator<CMatrix> > >, CMatrix*>(__gnu_cxx::__normal_iterator<CMatrix const*, std::vector<CMatrix, std::allocator<CMatrix> > >, __gnu_cxx::__normal_iterator<CMatrix const*, std::vector<CMatrix, std::allocator<CMatrix> > >, CMatrix*) [72]
[38]     0.0    0.00    0.00      43         __gnu_cxx::__normal_iterator<CMatrix const*, std::vector<CMatrix, std::allocator<CMatrix> > >::operator++() [38]
-----------------------------------------------
                0.00    0.00      43/43          CMatrix* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<CMatrix const*, std::vector<CMatrix, std::allocator<CMatrix> > >, CMatrix*>(__gnu_cxx::__normal_iterator<CMatrix const*, std::vector<CMatrix, std::allocator<CMatrix> > >, __gnu_cxx::__normal_iterator<CMatrix const*, std::vector<CMatrix, std::allocator<CMatrix> > >, CMatrix*) [72]
[39]     0.0    0.00    0.00      43         __gnu_cxx::__normal_iterator<CMatrix const*, std::vector<CMatrix, std::allocator<CMatrix> > >::operator*() const [39]
-----------------------------------------------
                0.00    0.00       1/43          transposeOperation(std::vector<CMatrix, std::allocator<CMatrix> >&, int, std::string) [111]
                0.00    0.00       1/43          elmentWiseDivOperationNumber(std::vector<CMatrix, std::allocator<CMatrix> >&, int, std::string, std::string) [113]
                0.00    0.00       1/43          _fu20___ZSt4cout [391]
                0.00    0.00       2/43          addOperation(std::vector<CMatrix, std::allocator<CMatrix> >, int, int, std::string) [107]
                0.00    0.00       2/43          subOperation(std::vector<CMatrix, std::allocator<CMatrix> >, int, int, std::string) [109]
                0.00    0.00       2/43          multiplyOperation(std::vector<CMatrix, std::allocator<CMatrix> >, int, int, std::string) [110]
                0.00    0.00      34/43          isInsideMatrix(std::vector<CMatrix, std::allocator<CMatrix> >, std::string) [84]
[40]     0.0    0.00    0.00      43         std::vector<CMatrix, std::allocator<CMatrix> >::operator[](unsigned int) [40]
-----------------------------------------------
                0.00    0.00       1/40          _fu5___ZSt4cout [434]
                0.00    0.00       1/40          _fu8___ZSt4cout [447]
                0.00    0.00       1/40          _fu11___ZSt4cout [381]
                0.00    0.00       1/40          _fu14___ZSt4cout [384]
                0.00    0.00       1/40          _fu20___ZSt4cout [391]
                0.00    0.00       1/40          _fu25___ZSt4cout [396]
                0.00    0.00      34/40          isInsideMatrix(std::vector<CMatrix, std::allocator<CMatrix> >, std::string) [84]
[41]     0.0    0.00    0.00      40         CMatrix::getName() [41]
-----------------------------------------------
                0.00    0.00      12/37          std::vector<CMatrix, std::allocator<CMatrix> >::_M_insert_aux(__gnu_cxx::__normal_iterator<CMatrix*, std::vector<CMatrix, std::allocator<CMatrix> > >, CMatrix const&) [100]
                0.00    0.00      12/37          std::vector<CMatrix, std::allocator<CMatrix> >::vector(std::vector<CMatrix, std::allocator<CMatrix> > const&) [73]
                0.00    0.00      13/37          std::vector<CMatrix, std::allocator<CMatrix> >::~vector() [62]
[42]     0.0    0.00    0.00      37         std::_Vector_base<CMatrix, std::allocator<CMatrix> >::_M_get_Tp_allocator() [42]
-----------------------------------------------
                0.00    0.00      34/34          __gnu_cxx::__enable_if<std::__is_char<char>::__value, bool>::__type std::operator==<char>(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [44]
[43]     0.0    0.00    0.00      34         std::char_traits<char>::compare(char const*, char const*, unsigned int) [43]
-----------------------------------------------
                0.00    0.00      34/34          isInsideMatrix(std::vector<CMatrix, std::allocator<CMatrix> >, std::string) [84]
[44]     0.0    0.00    0.00      34         __gnu_cxx::__enable_if<std::__is_char<char>::__value, bool>::__type std::operator==<char>(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [44]
                0.00    0.00      34/34          std::char_traits<char>::compare(char const*, char const*, unsigned int) [43]
-----------------------------------------------
                0.00    0.00      12/24          std::vector<CMatrix, std::allocator<CMatrix> >::end() const [66]
                0.00    0.00      12/24          std::vector<CMatrix, std::allocator<CMatrix> >::begin() const [67]
[45]     0.0    0.00    0.00      24         __gnu_cxx::__normal_iterator<CMatrix const*, std::vector<CMatrix, std::allocator<CMatrix> > >::__normal_iterator(CMatrix const* const&) [45]
-----------------------------------------------
                0.00    0.00       8/24          __gnu_cxx::__alloc_traits<std::allocator<CMatrix> >::max_size(std::allocator<CMatrix> const&) [85]
                0.00    0.00      16/24          __gnu_cxx::new_allocator<CMatrix>::allocate(unsigned int, void const*) [53]
[46]     0.0    0.00    0.00      24         __gnu_cxx::new_allocator<CMatrix>::max_size() const [46]
-----------------------------------------------
                0.00    0.00       8/20          std::vector<CMatrix, std::allocator<CMatrix> >::max_size() const [87]
                0.00    0.00      12/20          std::vector<CMatrix, std::allocator<CMatrix> >::vector(std::vector<CMatrix, std::allocator<CMatrix> > const&) [73]
[47]     0.0    0.00    0.00      20         std::_Vector_base<CMatrix, std::allocator<CMatrix> >::_M_get_Tp_allocator() const [47]
-----------------------------------------------
                0.00    0.00      17/17          void std::_Destroy<CMatrix*>(CMatrix*, CMatrix*) [50]
[48]     0.0    0.00    0.00      17         void std::_Destroy_aux<false>::__destroy<CMatrix*>(CMatrix*, CMatrix*) [48]
                0.00    0.00      57/107         CMatrix* std::__addressof<CMatrix>(CMatrix&) [29]
                0.00    0.00      57/57          void std::_Destroy<CMatrix>(CMatrix*) [34]
-----------------------------------------------
                0.00    0.00       4/17          std::vector<CMatrix, std::allocator<CMatrix> >::_M_insert_aux(__gnu_cxx::__normal_iterator<CMatrix*, std::vector<CMatrix, std::allocator<CMatrix> > >, CMatrix const&) [100]
                0.00    0.00      13/17          std::_Vector_base<CMatrix, std::allocator<CMatrix> >::~_Vector_base() [61]
[49]     0.0    0.00    0.00      17         std::_Vector_base<CMatrix, std::allocator<CMatrix> >::_M_deallocate(CMatrix*, unsigned int) [49]
                0.00    0.00      16/16          __gnu_cxx::__alloc_traits<std::allocator<CMatrix> >::deallocate(std::allocator<CMatrix>&, CMatrix*, unsigned int) [54]
-----------------------------------------------
                0.00    0.00      17/17          void std::_Destroy<CMatrix*, CMatrix>(CMatrix*, CMatrix*, std::allocator<CMatrix>&) [51]
[50]     0.0    0.00    0.00      17         void std::_Destroy<CMatrix*>(CMatrix*, CMatrix*) [50]
                0.00    0.00      17/17          void std::_Destroy_aux<false>::__destroy<CMatrix*>(CMatrix*, CMatrix*) [48]
-----------------------------------------------
                0.00    0.00       4/17          std::vector<CMatrix, std::allocator<CMatrix> >::_M_insert_aux(__gnu_cxx::__normal_iterator<CMatrix*, std::vector<CMatrix, std::allocator<CMatrix> > >, CMatrix const&) [100]
                0.00    0.00      13/17          std::vector<CMatrix, std::allocator<CMatrix> >::~vector() [62]
[51]     0.0    0.00    0.00      17         void std::_Destroy<CMatrix*, CMatrix>(CMatrix*, CMatrix*, std::allocator<CMatrix>&) [51]
                0.00    0.00      17/17          void std::_Destroy<CMatrix*>(CMatrix*, CMatrix*) [50]
-----------------------------------------------
                0.00    0.00      16/16          __gnu_cxx::__alloc_traits<std::allocator<CMatrix> >::deallocate(std::allocator<CMatrix>&, CMatrix*, unsigned int) [54]
[52]     0.0    0.00    0.00      16         __gnu_cxx::new_allocator<CMatrix>::deallocate(CMatrix*, unsigned int) [52]
-----------------------------------------------
                0.00    0.00      16/16          __gnu_cxx::__alloc_traits<std::allocator<CMatrix> >::allocate(std::allocator<CMatrix>&, unsigned int) [55]
[53]     0.0    0.00    0.00      16         __gnu_cxx::new_allocator<CMatrix>::allocate(unsigned int, void const*) [53]
                0.00    0.00      16/24          __gnu_cxx::new_allocator<CMatrix>::max_size() const [46]
-----------------------------------------------
                0.00    0.00      16/16          std::_Vector_base<CMatrix, std::allocator<CMatrix> >::_M_deallocate(CMatrix*, unsigned int) [49]
[54]     0.0    0.00    0.00      16         __gnu_cxx::__alloc_traits<std::allocator<CMatrix> >::deallocate(std::allocator<CMatrix>&, CMatrix*, unsigned int) [54]
                0.00    0.00      16/16          __gnu_cxx::new_allocator<CMatrix>::deallocate(CMatrix*, unsigned int) [52]
-----------------------------------------------
                0.00    0.00      16/16          std::_Vector_base<CMatrix, std::allocator<CMatrix> >::_M_allocate(unsigned int) [57]
[55]     0.0    0.00    0.00      16         __gnu_cxx::__alloc_traits<std::allocator<CMatrix> >::allocate(std::allocator<CMatrix>&, unsigned int) [55]
                0.00    0.00      16/16          __gnu_cxx::new_allocator<CMatrix>::allocate(unsigned int, void const*) [53]
-----------------------------------------------
                0.00    0.00       8/16          __gnu_cxx::__normal_iterator<CMatrix*, std::vector<CMatrix, std::allocator<CMatrix> > >::difference_type __gnu_cxx::operator-<CMatrix*, std::vector<CMatrix, std::allocator<CMatrix> > >(__gnu_cxx::__normal_iterator<CMatrix*, std::vector<CMatrix, std::allocator<CMatrix> > > const&, __gnu_cxx::__normal_iterator<CMatrix*, std::vector<CMatrix, std::allocator<CMatrix> > > const&) [98]
                0.00    0.00       8/16          std::vector<CMatrix, std::allocator<CMatrix> >::_M_insert_aux(__gnu_cxx::__normal_iterator<CMatrix*, std::vector<CMatrix, std::allocator<CMatrix> > >, CMatrix const&) [100]
[56]     0.0    0.00    0.00      16         __gnu_cxx::__normal_iterator<CMatrix*, std::vector<CMatrix, std::allocator<CMatrix> > >::base() const [56]
-----------------------------------------------
                0.00    0.00       4/16          std::vector<CMatrix, std::allocator<CMatrix> >::_M_insert_aux(__gnu_cxx::__normal_iterator<CMatrix*, std::vector<CMatrix, std::allocator<CMatrix> > >, CMatrix const&) [100]
                0.00    0.00      12/16          std::_Vector_base<CMatrix, std::allocator<CMatrix> >::_M_create_storage(unsigned int) [70]
[57]     0.0    0.00    0.00      16         std::_Vector_base<CMatrix, std::allocator<CMatrix> >::_M_allocate(unsigned int) [57]
                0.00    0.00      16/16          __gnu_cxx::__alloc_traits<std::allocator<CMatrix> >::allocate(std::allocator<CMatrix>&, unsigned int) [55]
-----------------------------------------------
                0.00    0.00      13/13          std::allocator<CMatrix>::~allocator() [59]
[58]     0.0    0.00    0.00      13         __gnu_cxx::new_allocator<CMatrix>::~new_allocator() [58]
-----------------------------------------------
                0.00    0.00      13/13          std::_Vector_base<CMatrix, std::allocator<CMatrix> >::_Vector_impl::~_Vector_impl() [60]
[59]     0.0    0.00    0.00      13         std::allocator<CMatrix>::~allocator() [59]
                0.00    0.00      13/13          __gnu_cxx::new_allocator<CMatrix>::~new_allocator() [58]
-----------------------------------------------
                0.00    0.00      13/13          std::_Vector_base<CMatrix, std::allocator<CMatrix> >::~_Vector_base() [61]
[60]     0.0    0.00    0.00      13         std::_Vector_base<CMatrix, std::allocator<CMatrix> >::_Vector_impl::~_Vector_impl() [60]
                0.00    0.00      13/13          std::allocator<CMatrix>::~allocator() [59]
-----------------------------------------------
                0.00    0.00      13/13          std::vector<CMatrix, std::allocator<CMatrix> >::~vector() [62]
[61]     0.0    0.00    0.00      13         std::_Vector_base<CMatrix, std::allocator<CMatrix> >::~_Vector_base() [61]
                0.00    0.00      13/17          std::_Vector_base<CMatrix, std::allocator<CMatrix> >::_M_deallocate(CMatrix*, unsigned int) [49]
                0.00    0.00      13/13          std::_Vector_base<CMatrix, std::allocator<CMatrix> >::_Vector_impl::~_Vector_impl() [60]
-----------------------------------------------
                0.00    0.00       1/13          _fu14___ZSt4cout [384]
                0.00    0.00       1/13          _fu20___ZSt4cout [391]
                0.00    0.00       1/13          _fu25___ZSt4cout [396]
                0.00    0.00       1/13          _fu28___ZSt4cout [399]
                0.00    0.00       3/13          _fu5___ZSt4cout [434]
                0.00    0.00       3/13          _fu8___ZSt4cout [447]
                0.00    0.00       3/13          _fu11___ZSt4cout [381]
[62]     0.0    0.00    0.00      13         std::vector<CMatrix, std::allocator<CMatrix> >::~vector() [62]
                0.00    0.00      13/37          std::_Vector_base<CMatrix, std::allocator<CMatrix> >::_M_get_Tp_allocator() [42]
                0.00    0.00      13/17          void std::_Destroy<CMatrix*, CMatrix>(CMatrix*, CMatrix*, std::allocator<CMatrix>&) [51]
                0.00    0.00      13/13          std::_Vector_base<CMatrix, std::allocator<CMatrix> >::~_Vector_base() [61]
-----------------------------------------------
                0.00    0.00      12/12          std::allocator<CMatrix>::allocator(std::allocator<CMatrix> const&) [68]
[63]     0.0    0.00    0.00      12         __gnu_cxx::new_allocator<CMatrix>::new_allocator(__gnu_cxx::new_allocator<CMatrix> const&) [63]
-----------------------------------------------
                0.00    0.00      12/12          std::vector<CMatrix, std::allocator<CMatrix> >::vector(std::vector<CMatrix, std::allocator<CMatrix> > const&) [73]
[64]     0.0    0.00    0.00      12         __gnu_cxx::__alloc_traits<std::allocator<CMatrix> >::_S_select_on_copy(std::allocator<CMatrix> const&) [64]
-----------------------------------------------
